名字,室,厅,面积,朝向,精装还是简装,挂牌价,成交价,价格,建房时间,成交周期
万科海悦汇城西区,2,1,60平米,西南,精装,1390000,1380000,23000,高楼层(共35层) 2015年建塔楼,44
一品天下C区,2,1,80.25平米,西北,简装,1060000,1060000,13209,中楼层(共9层) 2007年建塔楼,29
书香居,3,2,120平米,南 北,简装,638000,630000,5217,中楼层(共6层) 板楼,75
长富新城,2,2,101.95平米,西南,精装,2630000,2600000,25503,中楼层(共18层) 2004年建板楼,13
万基金蓝湾,2,1,82.21平米,东南,简装,800000,840000,10218,中楼层(共18层) 2009年建板塔结合,294
锦都,2,2,81.17平米,东南,精装,2300000,2300000,28324,高楼层(共25层) 2004年建塔楼,12
光荣北路75号,3,2,83.07平米,东南,精装,815000,820000,9812,高楼层(共7层) 1995年建板楼,29
西锦国际三期,3,1,86.83平米,南,精装,1600000,1600000,18427,中楼层(共29层) 2018年建板塔结合,87
金河路42号,3,1,69.9平米,西南,简装,1450000,1450000,20744,高楼层(共7层) 2000年建板楼,167
元益花园,1,0,39.3平米,北,简装,630000,620000,15726,低楼层(共21层) 2014年建板楼,258
万科金润华府,2,1,64.87平米,西南,精装,1600000,1600000,24665,中楼层(共35层) 2012年建塔楼,82
绿地世纪城,4,2,120.06平米,北,简装,2006000,2010000,16665,高楼层(共20层) 2016年建塔楼,319
恒大绿洲,4,1,137平米,东南,精装,1840000,1840000,13431,中楼层(共32层) 2011年建板楼,173
高桥鑫玉B1小区东区,2,2,84.19平米,东,简装,610000,570000,6712,低楼层(共6层) 板楼,166
香榭国际,3,2,78平米,东,精装,1600000,1570000,20129,低楼层(共27层) 2012年建塔楼,85
康庄街28号,2,1,67.65平米,西南,简装,810000,800000,11826,中楼层(共7层) 2000年建板楼,305
中信未来城南区,1,1,51.86平米,东南,简装,600000,600000,11570,低楼层(共27层) 2013年建塔楼,360
蓝光幸福满庭,2,1,51.65平米,西南,精装,895000,890000,17232,中楼层(共26层) 2015年建板塔结合,27
诚品上院,2,1,82.4平米,西北,简装,1200000,1200000,14564,低楼层(共18层) 2008年建板楼,266
天府欣苑西区,4,2,189.59平米,南 北,简装,5800000,5800000,30593,高楼层(共16层) 2009年建板楼,16
保利玫瑰花语,3,1,95.6平米,南,精装,1780000,1750000,18306,中楼层(共25层) 2016年建塔楼,26
阳光地带(金牛),1,1,58.25平米,西北,简装,730000,730000,12533,低楼层(共6层) 2004年建板楼,79
万科金色海蓉二期,3,1,74.67平米,东北,精装,2198000,2200000,29437,中楼层(共33层) 2012年建板塔结合,309
保利城一期,3,1,93.2平米,北,简装,1130000,1130000,12125,低楼层(共18层) 2015年建板塔结合,39
成都花园翠雍华庭,3,2,144.48平米,西,精装,2720000,2720000,18827,低楼层(共10层) 2003年建板楼,344
五福苑(金牛),2,1,69.33平米,北,毛坯,670000,670000,9664,低楼层(共6层) 1998年建暂无数据,58
香瑞楠府,2,1,69.85平米,北,精装,900000,900000,12885,高楼层(共13层) 2017年建板楼,62
龙光君悦华庭一期,3,1,72平米,东南,精装,900000,890000,12350,中楼层(共26层) 2016年建塔楼,6
华西园,2,1,98.89平米,西南,其他,1230000,1200000,12135,高楼层(共20层) 2000年建板楼,2
华西花园二期,2,1,84.43平米,东南,精装,1170000,1170000,13858,中楼层(共34层) 2011年建板塔结合,5
利阳阿里山,3,2,129.34平米,东南,其他,1100000,1100000,8505,中楼层(共11层) 板楼,7
海棠公馆一期,2,1,75.58平米,东南,简装,910000,900000,11908,低楼层(共16层) 2012年建板塔结合,69
和贵时代巢,1,0,44.55平米,东,简装,650000,640000,14254,中楼层(共19层) 2006年建板塔结合,264
汇融悉尼湾达令港,3,1,83.95平米,西,精装,1130000,1130000,13461,低楼层(共29层) 2013年建板塔结合,43
润扬书院阁,2,2,82.47平米,东,简装,870000,860000,10429,高楼层(共13层) 2007年建板塔结合,351
东城华府B区,3,2,97.07平米,南,毛坯,1068000,1060000,10920,高楼层(共25层) 板塔结合,61
同森锦熙,4,2,106.32平米,东南,精装,1210000,1210000,11381,高楼层(共34层) 2018年建板塔结合,72
武青嘉苑,2,2,74.38平米,东南,精装,910000,900000,12101,低楼层(共6层) 2005年建板楼,45
国栋南园五星城,3,1,142.49平米,南,简装,1300000,1300000,9124,高楼层(共17层) 2010年建板楼,360
水岸格林,3,2,80.59平米,南,简装,1620000,1620000,20102,高楼层(共6层) 2003年建板楼,205
中铁双龙湾,2,2,85.36平米,东南,简装,1288000,1290000,15090,高楼层(共20层) 2008年建板塔结合,678
丽雅美锦,2,1,67.91平米,西,精装,520000,510000,7437,中楼层(共26层) 板塔结合,17
龙湖时代天街,2,1,76.36平米,东南,精装,1070000,1060000,13882,低楼层(共30层) 2015年建板塔结合,26
麓山国际SOLO公寓,1,0,35平米,东南,简装,560000,560000,16000,中楼层(共10层) 2010年建塔楼,52
华润橡树湾B区,3,2,125.74平米,东北,精装,1410000,1370000,10896,高楼层(共34层) 2013年建板塔结合,253
万科城,3,2,77.68平米,东北,精装,1380000,1410000,18152,中楼层(共23层) 2017年建板楼,51
麦田国际社区,2,1,64.29平米,东北,简装,685000,690000,10655,低楼层(共26层) 2016年建板塔结合,34
英郡一期,2,1,89.96平米,南,简装,1530000,1530000,17008,中楼层(共32层) 2009年建塔楼,24
金林俊景,2,1,78.22平米,东,精装,1420000,1410000,18027,低楼层(共15层) 2009年建板楼,9
保利城一期,4,1,134.95平米,南 北,精装,1750000,1660000,12287,低楼层(共19层) 2014年建板塔结合,270
美丽朋城,1,1,63.41平米,东,简装,750000,730000,11513,高楼层(共12层) 2007年建板塔结合,69
大观苑二期,1,1,43.56平米,东南,简装,495000,500000,11364,高楼层(共6层) 2006年建板楼,218
万锦城,3,2,78平米,南,毛坯,1168000,1170000,14975,中楼层(共29层) 板塔结合,294
北欧知识城二期,3,2,102平米,北,简装,1036000,1040000,10157,中楼层(共34层) 2012年建板塔结合,19
蓝润光华春天B区,3,2,81.64平米,西北,精装,1150000,1120000,13719,中楼层(共25层) 2017年建板塔结合,8
蓝色空间蓝月,3,2,103.02平米,东,其他,1589000,1590000,15425,高楼层(共6层) 2003年建板楼,10
芙蓉田园,2,1,81.19平米,东南 东,精装,880000,870000,10655,低楼层(共26层) 板楼,95
蓝光coco国际一期,3,1,65.18平米,北,精装,1200000,1160000,17797,中楼层(共33层) 2016年建板塔结合,79
合能橙中心,3,2,74.68平米,东南,毛坯,930000,930000,12454,高楼层(共19层) 塔楼,30
华凌尚城,3,2,117.22平米,南,精装,1556000,1560000,13275,中楼层(共11层) 2006年建板楼,90
彩叠园1B期,3,2,137.1平米,南,毛坯,2210000,2170000,15828,中楼层(共5层) 2013年建板塔结合,401
万科海悦汇城东区,2,2,59平米,东南,其他,1410000,1410000,23899,中楼层(共34层) 2014年建塔楼,141
万科魅力之城三期,2,1,90平米,南 北,精装,1695000,1700000,18834,高楼层(共11层) 2008年建塔楼,170
太东巷77号院,3,2,111平米,南,精装,720000,690000,6217,高楼层(共4层) 暂无数据,217
置信丽都花园城A区,3,2,143.93平米,南,精装,2466000,2470000,17134,中楼层(共13层) 2006年建板楼,61
泉水人家二期A区,1,1,50.15平米,南,精装,660000,620000,12324,中楼层(共16层) 2010年建板楼,10
南城都汇汇馨园三期,2,2,89.59平米,东,简装,1880000,1880000,20985,高楼层(共18层) 2012年建板塔结合,229
蓝光花满庭一期,3,1,87.39平米,东,精装,1425000,1430000,16307,中楼层(共21层) 2009年建板塔结合,28
清江雅居,4,1,149平米,东北,简装,2540000,2490000,16712,低楼层(共26层) 2007年建塔楼,177
海骏达蜀都1号一期北区,3,2,93.08平米,东北,精装,1180000,1170000,12517,高楼层(共30层) 2013年建板塔结合,154
慕和南道,3,2,88.08平米,南,简装,1575000,1550000,17598,中楼层(共26层) 2010年建板塔结合,23
蓝岸丽景,3,2,135.35平米,南,精装,1726000,1730000,12753,低楼层(共18层) 2009年建板塔结合,150
锦江城市花园三期,2,1,55.59平米,东南,精装,936000,940000,16838,高楼层(共34层) 2011年建板塔结合,26
青房云上一期,2,1,89.64平米,东南,简装,1710000,1660000,18519,中楼层(共18层) 2007年建板塔结合,358
清溪雅筑,2,1,79.53平米,东 南,简装,1108000,1110000,13932,高楼层(共18层) 2012年建塔楼,228
置信逸景苑,2,2,75.75平米,北,其他,680000,660000,8647,高楼层(共26层) 板塔结合,33
东方明珠花园,4,1,128.93平米,东南,其他,2080000,2080000,16133,中楼层(共7层) 2002年建板楼,7
双华麓港,2,1,87.99平米,东,简装,1350000,1350000,15309,中楼层(共26层) 2009年建板塔结合,561
丽都新城三期,2,2,81.36平米,南,精装,1010000,1010000,12414,高楼层(共6层) 2010年建板楼,8
清阁苑,1,1,71平米,东 东南,简装,348000,350000,4817,高楼层(共18层) 塔楼,82
龙湖时代天街,3,2,91.18平米,东南,精装,1230000,1200000,13117,高楼层(共30层) 2017年建板塔结合,28
名著司南,3,2,116.54平米,西南,简装,2000000,2000000,17162,低楼层(共32层) 2014年建板塔结合,59
荣盛花语城,1,1,45.25平米,东,精装,880000,880000,19448,高楼层(共20层) 2014年建塔楼,10
航天城上城,2,1,91平米,南,精装,2030000,2000000,21979,高楼层(共29层) 2015年建板塔结合,356
和贵久居福,2,1,87.81平米,南,精装,1080000,1060000,12072,中楼层(共18层) 2008年建板塔结合,61
天府逸家一期,2,1,65.05平米,东南,精装,996000,1000000,15312,低楼层(共41层) 2015年建板塔结合,38
中粮鸿云,2,1,64.58平米,西南,精装,2150000,2150000,33293,高楼层(共40层) 2017年建塔楼,30
中国铁建国际城,3,2,86.3平米,东南,精装,1328000,1320000,15238,高楼层(共34层) 2015年建塔楼,153
国际花园,1,0,48.17平米,东南,精装,650000,640000,13287,中楼层(共15层) 2005年建板塔结合,359
西派国际,2,1,89.68平米,西北,精装,3120000,3120000,34791,低楼层(共30层) 2016年建板楼,379
中国西部文化城,4,2,134平米,东南,毛坯,1800000,1730000,12911,中楼层(共7层) 板塔结合,1
首创万卷山,5,3,216.38平米,西南,精装,3600000,3560000,16453,低楼层(共6层) 2013年建板塔结合,165
优地B区,2,2,93.73平米,东,精装,1560000,1560000,16644,高楼层(共17层) 2007年建板楼,47
天府香城印象,3,1,92平米,南,简装,880000,880000,9566,低楼层(共26层) 2012年建板塔结合,59
中铁瑞城三号线,2,1,54.91平米,北,简装,978000,960000,17411,高楼层(共10层) 2012年建塔楼,39
龙湖三千庭,3,2,90.33平米,东南,精装,1740000,1740000,19263,中楼层(共33层) 板塔结合,26
华润公园九里,4,2,123平米,西,精装,1865000,1860000,15122,中楼层(共27层) 2018年建板塔结合,69
卧龙晓城,5,2,168.74平米,东北,精装,2400000,2460000,14579,高楼层(共6层) 2003年建板楼,328
上锦颐园,2,1,64.1平米,西南,精装,600000,600000,9361,中楼层(共25层) 2008年建板塔结合,15
万科第五城,3,2,78平米,南,精装,1200000,1190000,15257,低楼层(共27层) 板塔结合,17
金沙海棠,2,2,87.86平米,东北,精装,1750000,1750000,19919,低楼层(共18层) 2012年建板塔结合,41
锦绣朋城,2,1,60.28平米,南,精装,900000,890000,14682,中楼层(共11层) 2004年建塔楼,74
保利金香槟,3,2,89.27平米,南,简装,1880000,1880000,21060,中楼层(共18层) 2012年建板塔结合,26
东山国际新城H区二期,2,2,71平米,西北,精装,930000,900000,12677,低楼层(共22层) 2015年建塔楼,221
广益小区,2,1,94.6平米,南,简装,946000,950000,10000,中楼层(共6层) 2005年建板楼,284
嘉美地,2,2,78平米,南,简装,1235000,1240000,15834,高楼层(共24层) 2012年建塔楼,648
嘉云台,2,2,116.18平米,西北,简装,1350000,1300000,11190,中楼层(共22层) 2004年建板塔结合,1
蓝光coco金沙二期,3,2,75.92平米,南,毛坯,1560000,1520000,20022,中楼层(共22层) 2015年建板塔结合,420
宗申赛纳维二期,1,1,49平米,南,精装,340000,340000,6858,低楼层(共12层) 板塔结合,371
首创万卷山,2,1,80.8平米,东南,精装,1149000,1140000,14048,低楼层(共34层) 2013年建板塔结合,71
时代悦城,3,1,70.46平米,东南,其他,700000,700000,9908,中楼层(共31层) 板塔结合,63
双园巷1号,2,1,79.17平米,东 东南,简装,850000,850000,10737,中楼层(共7层) 1994年建板楼,469
朗基少帅府,3,2,82.47平米,西南,精装,1250000,1250000,15158,高楼层(共25层) 2018年建板塔结合,35
邦泰华府公馆,3,2,77.04平米,南,简装,1080000,1060000,13734,高楼层(共17层) 2016年建板塔结合,11
万科金色城市,2,2,71.66平米,东南,精装,1195000,1170000,16258,中楼层(共35层) 2016年建板塔结合,36
华润二十四城七期,4,2,136.93平米,东北,毛坯,3000000,2930000,21398,高楼层(共41层) 2019年建板塔结合,224
蓝光coco国际一期,2,1,54平米,东南 西,简装,890000,890000,16482,中楼层(共38层) 2016年建板塔结合,55
保利爱尚里,3,2,81.35平米,南,毛坯,1040000,1040000,12760,高楼层(共32层) 塔楼,83
润扬观澜鹭岛,3,1,72.86平米,东,毛坯,820000,820000,11255,中楼层(共25层) 2016年建塔楼,34
北城新界民族花园,2,1,61平米,西南,简装,320000,310000,5082,中楼层(共30层) 板塔结合,157
东立国际花城,2,1,88.01平米,北,精装,1080000,1080000,12272,高楼层(共13层) 2015年建板塔结合,649
博海城一期,2,2,69.8平米,西,其他,848000,830000,11863,中楼层(共27层) 板塔结合,70
华润橡树湾B区,2,1,51.19平米,西 西北,精装,930000,930000,18168,低楼层(共34层) 2013年建板塔结合,24
兴元绿洲一期,1,1,44.62平米,东,简装,498000,480000,10713,低楼层(共22层) 2007年建板楼,56
新鸿基悦城,3,1,156.83平米,东南,精装,3050000,3020000,19257,低楼层(共32层) 2017年建板塔结合,17
蓝光幸福满庭,3,1,69.89平米,西南,精装,1120000,1120000,16026,高楼层(共26层) 2015年建板塔结合,11
天立广场,3,2,74.89平米,东南,精装,830000,830000,11017,高楼层(共33层) 2013年建板塔结合,7
中华名园三期C区,3,2,89平米,南 北,简装,1570000,1530000,17192,低楼层(共16层) 2010年建板楼,342
马鞍北路46号,3,1,85平米,东南,简装,840000,820000,9648,高楼层(共7层) 1990年建板楼,187
美城云庭,2,2,94.58平米,东,简装,1610000,1610000,16986,中楼层(共32层) 2014年建板塔结合,424
青南美湾,2,2,71.4平米,东,精装,1220000,1200000,16807,低楼层(共24层) 板楼,701
南阳锦城,3,2,139.62平米,南 北,精装,1650000,1650000,11818,低楼层(共6层) 2008年建板塔结合,266
优取舍,3,1,118.94平米,东南,精装,1188000,1100000,9249,高楼层(共6层) 2007年建板楼,130
华汇天地,3,2,100平米,西,精装,1590000,1560000,15600,低楼层(共32层) 板塔结合,181
光华逸家,2,1,72平米,南,简装,1500000,1450000,20139,中楼层(共22层) 2014年建板塔结合,69
泰基南棠,2,1,74.79平米,东南,精装,1360000,1360000,18185,高楼层(共16层) 2011年建塔楼,198
麦田国际社区,3,2,88平米,东南,其他,1050000,1050000,11932,中楼层(共26层) 2016年建板塔结合,73
锦江国际花园,3,1,84.2平米,东南,精装,1590000,1590000,18884,中楼层(共34层) 2016年建塔楼,52
恒大雅苑,3,2,120.78平米,南,精装,810000,830000,6820,低楼层(共32层) 塔楼,362
红运花园馨苑,2,1,60平米,西南,简装,800000,780000,13000,低楼层(共7层) 1998年建板楼,44
蓝润v客尚东一期,4,1,94.9平米,东北,精装,1545000,1500000,15807,低楼层(共32层) 板塔结合,20
华裕路9号,2,2,83.8平米,东南,毛坯,830000,840000,9936,低楼层(共18层) 塔楼,4
紫竹苑,4,1,154.84平米,东南,简装,1700000,1700000,10980,高楼层(共7层) 2001年建板塔结合,247
佰客郡,1,1,45.76平米,南,简装,500000,490000,10665,高楼层(共16层) 2011年建塔楼,62
天府豪庭,3,2,101.08平米,南,精装,2480000,2480000,24536,低楼层(共39层) 2012年建板塔结合,10
新绿季节,2,2,76.61平米,东,精装,1230000,1230000,16056,低楼层(共13层) 2004年建板楼,229
三盛都会城,3,2,89.23平米,南 北,精装,950000,950000,10647,中楼层(共18层) 板塔结合,278
南阳盛世,1,1,66.37平米,西南,简装,900000,900000,13561,中楼层(共28层) 2011年建板塔结合,30
上池正街93号,1,1,34.61平米,东,简装,560000,560000,16181,中楼层(共7层) 1999年建板楼,6
天赐江陵半岛,2,2,70.05平米,西北,简装,870000,840000,11963,高楼层(共18层) 塔楼,49
通瑞月光湖,2,1,84.3平米,东南,其他,1160000,1120000,13286,高楼层(共26层) 塔楼,136
北欧知识城一期,4,2,145.43平米,南,其他,2100000,2100000,14440,低楼层(共6层) 板塔结合,20
海峡新城二期,2,1,88.18平米,东南,简装,780000,780000,8846,高楼层(共6层) 2010年建板塔结合,305
天邑宏御花园御苑,3,1,120.12平米,南 北,毛坯,1060000,1060000,8825,低楼层(共20层) 2016年建塔楼,576
龙湖世纪峰景,3,2,277.54平米,南 东南,毛坯,5108000,5110000,18405,中楼层(共44层) 2011年建板楼,161
曼哈顿一期,2,1,95.82平米,南,精装,1375000,1380000,14350,中楼层(共14层) 2003年建板楼,73
华宇阳光水岸,2,1,83.57平米,东南,简装,1280000,1270000,15197,高楼层(共21层) 2010年建板塔结合,619
青龙横街37号,3,1,118.3平米,东南,精装,1980000,1840000,15546,中楼层(共7层) 1996年建板楼,374
中信未来城南区,2,2,79.15平米,南,精装,900000,860000,10803,中楼层(共33层) 2013年建板楼,45
中房学府海棠一期,3,1,107.92平米,西北,精装,1175000,1180000,10888,高楼层(共27层) 2013年建板楼,327
锦都,1,0,42.94平米,南,简装,1190000,1190000,27714,高楼层(共25层) 2004年建板塔结合,9
